pair_id,token_address,chain,dex_name,pair_address,base_token,quote_token,pair_created_at,pair_age_minutes,pair_age_hours,liquidity_usd,fdv,market_cap,fdv_liquidity_ratio,marketcap_liquidity_ratio,price_usd,volume_5m,volume_1h,volume_6h,volume_24h,volume_liquidity_ratio,txns_5m_buys,txns_5m_sells,txns_15m_buys,txns_15m_sells,txns_1h_buys,txns_1h_sells,txns_24h_buys,txns_24h_sells,total_txns_1h,total_txns_24h,buy_ratio,unique_buyers_15m,unique_buyers_1h,unique_buyers_24h,price_change_5m,price_change_1h,price_change_6h,price_change_24h,estimated_slippage_100_usd,raw_json,scan_time
base:0x56bbef0508c7b839d4fdc5e61bd17589c39391745158b75ef2112407e0807147,0xdc0b77886c39aD66E0766Ef9E6d88762CFD22B07,base,uniswap,0x56bbef0508c7b839d4fdc5e61bd17589c39391745158b75ef2112407e0807147,SpaceX,USDC,2026-05-08T17:36:35+00:00,,1.1558404319444444,133361.22,,,,,2.836e-06,,148451.41,148451.41,148451.41,,,,,,,,,,,,,,,,,28261.0,,28261.0,,"{""baseToken"":{""address"":""0xdc0b77886c39aD66E0766Ef9E6d88762CFD22B07"",""name"":""SpaceX"",""symbol"":""SpaceX""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":283642,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/9Nn39eb7bgJdhYxr?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/ZkudJPrdGg4EZm3w?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xdc0b77886c39ad66e0766ef9e6d88762cfd22b07?timestamp=1778265900000"",""socials"":[],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":46664895505,""quote"":1000,""usd"":133361.22},""marketCap"":283642,""pairAddress"":""0x56bbef0508c7b839d4fdc5e61bd17589c39391745158b75ef2112407e0807147"",""pairCreatedAt"":1778261795000,""priceChange"":{""h1"":28261,""h24"":28261,""h6"":28261,""m5"":-47.11},""priceNative"":""0.000002836"",""priceUsd"":""0.000002836"",""quoteToken"":{""address"":""0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913"",""name"":""USD Coin"",""symbol"":""USDC""},""txns"":{""h1"":{""buys"":35,""sells"":30},""h24"":{""buys"":35,""sells"":30},""h6"":{""buys"":35,""sells"":30},""m5"":{""buys"":2,""sells"":2}},""url"":""https://dexscreener.com/base/0x56bbef0508c7b839d4fdc5e61bd17589c39391745158b75ef2112407e0807147"",""volume"":{""h1"":148451.41,""h24"":148451.41,""h6"":148451.41,""m5"":24}}",2026-05-08T18:45:56+00:00
base:0x5e73bd0be6ea68151d4a7debaada6482b1b88d53af7e280a0cf51389fe4f41d5,0x3663A529cb19eA6F5524755059D657A06501DB07,base,uniswap,0x5e73bd0be6ea68151d4a7debaada6482b1b88d53af7e280a0cf51389fe4f41d5,HANTAAGENT,WETH,2026-05-08T15:35:43+00:00,,3.170284876388889,153683.87,,,,,1.642e-06,,51213.04,247926.65,247926.65,,,,,,,,,,,,,,,,,1.67,,179.0,,"{""baseToken"":{""address"":""0x3663A529cb19eA6F5524755059D657A06501DB07"",""name"":""Hanta Agent"",""symbol"":""HANTAAGENT""},""boosts"":{""active"":30},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":164270,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/5mzYmM-6-1Q-5ENF?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/8QOmk4zkkOIAu-4x?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x3663a529cb19ea6f5524755059d657a06501db07?timestamp=1778265900000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/HantaAgent""}],""websites"":[{""label"":""Website"",""url"":""https://www.hantaagent.cc/""}]},""labels"":[""v4""],""liquidity"":{""base"":82755180560,""quote"":7.6528,""usd"":153683.87},""marketCap"":164270,""pairAddress"":""0x5e73bd0be6ea68151d4a7debaada6482b1b88d53af7e280a0cf51389fe4f41d5"",""pairCreatedAt"":1778254543000,""priceChange"":{""h1"":1.67,""h24"":179,""h6"":179,""m5"":2.08},""priceNative"":""0.0000000007085"",""priceUsd"":""0.000001642"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":403,""sells"":960},""h24"":{""buys"":5442,""sells"":14286},""h6"":{""buys"":5442,""sells"":14286},""m5"":{""buys"":34,""sells"":75}},""url"":""https://dexscreener.com/base/0x5e73bd0be6ea68151d4a7debaada6482b1b88d53af7e280a0cf51389fe4f41d5"",""volume"":{""h1"":51213.04,""h24"":247926.65,""h6"":247926.65,""m5"":6631.02}}",2026-05-08T18:45:56+00:00
base:0xDd7fb99FB36579c19f2baeDce86492D75251dE5E,0xf3bCBe4ee118ECC57c17820a2F03f46A750aB319,base,aerodrome,0xDd7fb99FB36579c19f2baeDce86492D75251dE5E,NWARS,USDC,2026-05-08T16:41:53+00:00,,2.0675070986111113,214136.98,,,,,0.5731,,33527.87,306603.77,306603.77,,,,,,,,,,,,,,,,,-17.12,,-7.53,,"{""baseToken"":{""address"":""0xf3bCBe4ee118ECC57c17820a2F03f46A750aB319"",""name"":""NationWars"",""symbol"":""NWARS""},""chainId"":""base"",""dexId"":""aerodrome"",""fdv"":120368,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/AqTXBELEShzT9uxi?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/I8SUczyROqnujSL3?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xf3bcbe4ee118ecc57c17820a2f03f46a750ab319?timestamp=1778265900000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/NationWarsBase""},{""type"":""telegram"",""url"":""https://t.me/NationWarsBase""},{""type"":""discord"",""url"":""https://discord.gg/gJ47v9YP6y""}],""websites"":[{""label"":""Website"",""url"":""https://nationwars.fun""},{""label"":""Docs"",""url"":""https://nationwars.fun/docs""}]},""liquidity"":{""base"":186796,""quote"":107068,""usd"":214136.98},""marketCap"":120368,""pairAddress"":""0xDd7fb99FB36579c19f2baeDce86492D75251dE5E"",""pairCreatedAt"":1778258513000,""priceChange"":{""h1"":-17.12,""h24"":-7.53,""h6"":-7.53,""m5"":-0.69},""priceNative"":""0.5731"",""priceUsd"":""0.5731"",""quoteToken"":{""address"":""0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913"",""name"":""USD Coin"",""symbol"":""USDC""},""txns"":{""h1"":{""buys"":53,""sells"":47},""h24"":{""buys"":359,""sells"":222},""h6"":{""buys"":359,""sells"":222},""m5"":{""buys"":1,""sells"":1}},""url"":""https://dexscreener.com/base/0xdd7fb99fb36579c19f2baedce86492d75251de5e"",""volume"":{""h1"":33527.87,""h24"":306603.77,""h6"":306603.77,""m5"":393.47}}",2026-05-08T18:45:56+00:00
base:0xef8ce8a80cf3a4f36a1b3974e3c6ba5df3e846624bef8340f67dcf1bdd3d8339,0x98c13D8bC341D3b161EFBacFaBc53d48eE9aD0B3,base,uniswap,0xef8ce8a80cf3a4f36a1b3974e3c6ba5df3e846624bef8340f67dcf1bdd3d8339,AGU,WETH,2026-05-08T18:08:37+00:00,,0.6219515430555556,4313.0,,,,,7.564e-08,,31742.51,31742.51,31742.51,,,,,,,,,,,,,,,,,41.66,,41.66,,"{""baseToken"":{""address"":""0x98c13D8bC341D3b161EFBacFaBc53d48eE9aD0B3"",""name"":""Agentarium"",""symbol"":""AGU""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":7564,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/7uY-QUhdNWTp_AiA?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/k4MCfa27W5BdSpD6?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x98c13d8bc341d3b161efbacfabc53d48ee9ad0b3?timestamp=1778265900000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/agentariumguru_""},{""type"":""telegram"",""url"":""https://t.me/agentariumguru""}],""websites"":[{""label"":""Website"",""url"":""https://agentarium.guru""},{""label"":""Docs"",""url"":""https://github.com/agentariumworld""}]},""labels"":[""v4""],""liquidity"":{""base"":41861457960,""quote"":0.4945,""usd"":4313},""marketCap"":7564,""pairAddress"":""0xef8ce8a80cf3a4f36a1b3974e3c6ba5df3e846624bef8340f67dcf1bdd3d8339"",""pairCreatedAt"":1778263717000,""priceChange"":{""h1"":41.66,""h24"":41.66,""h6"":41.66,""m5"":-24.06},""priceNative"":""0.00000000003262"",""priceUsd"":""0.00000007564"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":105,""sells"":258},""h24"":{""buys"":105,""sells"":258},""h6"":{""buys"":105,""sells"":258},""m5"":{""buys"":3,""sells"":15}},""url"":""https://dexscreener.com/base/0xef8ce8a80cf3a4f36a1b3974e3c6ba5df3e846624bef8340f67dcf1bdd3d8339"",""volume"":{""h1"":31742.51,""h24"":31742.51,""h6"":31742.51,""m5"":938.46}}",2026-05-08T18:45:56+00:00
base:0x039b7089b25349f52fe75bd32db237b4c237fa7347c0cbedb494d507b7da9727,0xA74f7dad0b4c603adA798E2FeE76bD8D6aDfe8ee,base,uniswap,0x039b7089b25349f52fe75bd32db237b4c237fa7347c0cbedb494d507b7da9727,Meridia,WETH,2026-05-08T22:04:53+00:00,,1.1183388027777779,89528.43,,,,,1.372e-06,,380810.54,401263.44,401263.44,,,,,,,,,,,,,,,,,176.0,,488.0,,"{""baseToken"":{""address"":""0xA74f7dad0b4c603adA798E2FeE76bD8D6aDfe8ee"",""name"":""Meridia"",""symbol"":""Meridia""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":137221,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/3w3x1Nehi0q1w5uz?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/B515s62TyM8OVf4M?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xa74f7dad0b4c603ada798e2fee76bd8d6adfe8ee?timestamp=1778281800000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/ThetaForgeCo/status/2052746526640705878""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":40531734520,""quote"":14.6923,""usd"":89528.43},""marketCap"":137221,""pairAddress"":""0x039b7089b25349f52fe75bd32db237b4c237fa7347c0cbedb494d507b7da9727"",""pairCreatedAt"":1778277893000,""priceChange"":{""h1"":176,""h24"":488,""h6"":488,""m5"":-3.44},""priceNative"":""0.0000000005945"",""priceUsd"":""0.000001372"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":645,""sells"":511},""h24"":{""buys"":743,""sells"":550},""h6"":{""buys"":743,""sells"":550},""m5"":{""buys"":45,""sells"":39}},""url"":""https://dexscreener.com/base/0x039b7089b25349f52fe75bd32db237b4c237fa7347c0cbedb494d507b7da9727"",""volume"":{""h1"":380810.54,""h24"":401263.44,""h6"":401263.44,""m5"":26924.43}}",2026-05-08T23:11:59+00:00
base:0x10c468342db55a8d80ad1451e08e8a85458cef209b7b4739cf6d7f9de09ab562,0x4FeC17D74Fa249D00B26f16a0934A99D983ab82C,base,uniswap,0x10c468342db55a8d80ad1451e08e8a85458cef209b7b4739cf6d7f9de09ab562,SCL,WETH,2026-05-08T23:21:03+00:00,,0.8357215180555555,82469.41,,,,,1.207e-06,,163781.43,163781.43,163781.43,,,,,,,,,,,,,,,,,416.0,,416.0,,"{""baseToken"":{""address"":""0x4FeC17D74Fa249D00B26f16a0934A99D983ab82C"",""name"":""ShadowCombat League"",""symbol"":""SCL""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":120710,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/Ua0rq5fCiiB5zH9O?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/T_IIHEVfcUnRB5Gk?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x4fec17d74fa249d00b26f16a0934a99d983ab82c?timestamp=1778285400000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/ShadowC_League""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":44319746123,""quote"":12.5731,""usd"":82469.41},""marketCap"":120710,""pairAddress"":""0x10c468342db55a8d80ad1451e08e8a85458cef209b7b4739cf6d7f9de09ab562"",""pairCreatedAt"":1778282463000,""priceChange"":{""h1"":416,""h24"":416,""h6"":416,""m5"":31.26},""priceNative"":""0.0000000005238"",""priceUsd"":""0.000001207"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":432,""sells"":298},""h24"":{""buys"":432,""sells"":298},""h6"":{""buys"":432,""sells"":298},""m5"":{""buys"":47,""sells"":28}},""url"":""https://dexscreener.com/base/0x10c468342db55a8d80ad1451e08e8a85458cef209b7b4739cf6d7f9de09ab562"",""volume"":{""h1"":163781.43,""h24"":163781.43,""h6"":163781.43,""m5"":30072.77}}",2026-05-09T00:11:11+00:00
base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,0xcEecb3d02b0839ed9f7688679276F523a11f955f,base,uniswap,0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,XONA,WETH,2026-05-09T04:13:35+00:00,,2.2460045294444444,80392.58,,,,,1.434e-06,,419409.8,985608.11,985608.11,,,,,,,,,,,,,,,,,22.18,,763.0,,"{""baseToken"":{""address"":""0xcEecb3d02b0839ed9f7688679276F523a11f955f"",""name"":""Xona Ai Agent"",""symbol"":""XONA""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":143492,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/X5Q2mMbVaOgAEaK9?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/pavQbo752E0YOUtV?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xceecb3d02b0839ed9f7688679276f523a11f955f?timestamp=1778308200000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/TryXonaAgent""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":34154109972,""quote"":13.5495,""usd"":80392.58},""marketCap"":143492,""pairAddress"":""0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367"",""pairCreatedAt"":1778300015000,""priceChange"":{""h1"":22.18,""h24"":763,""h6"":763,""m5"":14.09},""priceNative"":""0.0000000006195"",""priceUsd"":""0.000001434"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":664,""sells"":699},""h24"":{""buys"":1636,""sells"":1531},""h6"":{""buys"":1636,""sells"":1531},""m5"":{""buys"":71,""sells"":54}},""url"":""https://dexscreener.com/base/0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367"",""volume"":{""h1"":419409.8,""h24"":985608.11,""h6"":985608.11,""m5"":41476.65}}",2026-05-09T06:28:20+00:00
base:0x699959bec2c935037fbbefae6994e8ab299d5f87669ba3f290c40a02596b1c51,0x3de12fF28AdA220dE1981F5Fc5E7B445d496Fb07,base,uniswap,0x699959bec2c935037fbbefae6994e8ab299d5f87669ba3f290c40a02596b1c51,EverSwap,WETH,2026-05-09T04:13:47+00:00,,2.242671196111111,75754.35,,,,,1.563e-06,,63857.37,311568.43,311568.43,,,,,,,,,,,,,,,,,-32.91,,994.0,,"{""baseToken"":{""address"":""0x3de12fF28AdA220dE1981F5Fc5E7B445d496Fb07"",""name"":""EverSwap"",""symbol"":""EverSwap""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":156368,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/cuiK3hAl6j5y_-sd?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/XdRuJrUjF44McoGC?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x3de12ff28ada220de1981f5fc5e7b445d496fb07?timestamp=1778308200000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/EverSwapBase""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":26889214783,""quote"":14.5529,""usd"":75754.35},""marketCap"":156368,""pairAddress"":""0x699959bec2c935037fbbefae6994e8ab299d5f87669ba3f290c40a02596b1c51"",""pairCreatedAt"":1778300027000,""priceChange"":{""h1"":-32.91,""h24"":994,""h6"":994,""m5"":16.52},""priceNative"":""0.0000000006750"",""priceUsd"":""0.000001563"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":289,""sells"":650},""h24"":{""buys"":1033,""sells"":2069},""h6"":{""buys"":1033,""sells"":2069},""m5"":{""buys"":29,""sells"":49}},""url"":""https://dexscreener.com/base/0x699959bec2c935037fbbefae6994e8ab299d5f87669ba3f290c40a02596b1c51"",""volume"":{""h1"":63857.37,""h24"":311568.43,""h6"":311568.43,""m5"":5427.84}}",2026-05-09T06:28:20+00:00
base:0xa24c1c57f4d0f949be52f6ac32cbe5c13c89b405c776b2c63c4db98850ce6ebb,0xD9123E1C3e1cb83be8154543779Ab3134E0E39C7,base,uniswap,0xa24c1c57f4d0f949be52f6ac32cbe5c13c89b405c776b2c63c4db98850ce6ebb,AGENTIFY,flETH,2026-05-09T14:00:53+00:00,130.41261061666665,2.173543510277778,18064.88,19660.0,19660.0,1.0882995071099282,1.0882995071099282,1.966e-07,0.0,806.69,7776.8,7776.8,0.4304927572173189,0,0,0,0,3,4,71,24,7,95,0.42857142857142855,0,3,71,,7.04,87.18,87.18,,"{""baseToken"":{""address"":""0xD9123E1C3e1cb83be8154543779Ab3134E0E39C7"",""name"":""Agentify Protocol"",""symbol"":""AGENTIFY""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":19660,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/3NeR60qqyEAomNRW?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/uYfhOMvZLeRqj-Lr?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xd9123e1c3e1cb83be8154543779ab3134e0e39c7?timestamp=1778343000000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/Use_Agentify""}],""websites"":[{""label"":""Website"",""url"":""https://agentify.fun""}]},""labels"":[""v4""],""liquidity"":{""base"":71389700555,""quote"":1.7388,""usd"":18064.88},""marketCap"":19660,""pairAddress"":""0xa24c1c57f4d0f949be52f6ac32cbe5c13c89b405c776b2c63c4db98850ce6ebb"",""pairCreatedAt"":1778335253000,""priceChange"":{""h1"":7.04,""h24"":87.18,""h6"":87.18},""priceNative"":""0.00000000008484"",""priceUsd"":""0.0000001966"",""quoteToken"":{""address"":""0x000000000D564D5be76f7f0d28fE52605afC7Cf8"",""name"":""flETH"",""symbol"":""flETH""},""txns"":{""h1"":{""buys"":3,""sells"":4},""h24"":{""buys"":71,""sells"":24},""h6"":{""buys"":71,""sells"":24},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0xa24c1c57f4d0f949be52f6ac32cbe5c13c89b405c776b2c63c4db98850ce6ebb"",""volume"":{""h1"":806.69,""h24"":7776.8,""h6"":7776.8,""m5"":0}}",2026-05-09T16:11:17+00:00
base:0x643dca507ad4c13e58601f44ba4ec9b58cd1a66568cf3d65f25aa43e3ee2d272,0x2A9c1C9325fEcd37bE10F9C1082192E955D54b07,base,uniswap,0x643dca507ad4c13e58601f44ba4ec9b58cd1a66568cf3d65f25aa43e3ee2d272,NOCOIN,WETH,2026-05-09T16:03:47+00:00,70.75189468333333,1.1791982447222222,52726.11,644746.0,644746.0,12.228211032446733,12.228211032446733,6.447e-06,4011.79,210047.26,243849.75,243849.75,4.624838623596545,38,61,38,61,803,1927,980,2214,2730,3194,0.29413919413919415,38,803,980,23.32,137.0,1644.0,1644.0,,"{""baseToken"":{""address"":""0x2A9c1C9325fEcd37bE10F9C1082192E955D54b07"",""name"":""NoCoin"",""symbol"":""NOCOIN""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":644746,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/XYmvKGjEYxFoRFpn?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/vGb4sfm-6JyY98GL?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x2a9c1c9325fecd37be10f9c1082192e955d54b07?timestamp=1778346900000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/NoCoin_1""}],""websites"":[{""label"":""Website"",""url"":""https://www.nocoin.live/""}]},""labels"":[""v4""],""liquidity"":{""base"":4663234361,""quote"":9.7227,""usd"":52726.11},""marketCap"":644746,""pairAddress"":""0x643dca507ad4c13e58601f44ba4ec9b58cd1a66568cf3d65f25aa43e3ee2d272"",""pairCreatedAt"":1778342627000,""priceChange"":{""h1"":137,""h24"":1644,""h6"":1644,""m5"":23.32},""priceNative"":""0.000000002766"",""priceUsd"":""0.000006447"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":803,""sells"":1927},""h24"":{""buys"":980,""sells"":2214},""h6"":{""buys"":980,""sells"":2214},""m5"":{""buys"":38,""sells"":61}},""url"":""https://dexscreener.com/base/0x643dca507ad4c13e58601f44ba4ec9b58cd1a66568cf3d65f25aa43e3ee2d272"",""volume"":{""h1"":210047.26,""h24"":243849.75,""h6"":243849.75,""m5"":4011.79}}",2026-05-09T17:14:32+00:00
base:0xef9d90806b051a68d8ffbdfdceb6acdd7491180562651dd2bcaf0c4d2fe550da,0xb66e76F9Ed3e13F24C5b68F68BE631CD82AffbA3,base,uniswap,0xef9d90806b051a68d8ffbdfdceb6acdd7491180562651dd2bcaf0c4d2fe550da,VVVKernel,WETH,2026-05-09T18:52:43+00:00,42.9742719,0.716237865,100177.2,167629.0,167629.0,1.6733248683333135,1.6733248683333135,1.676e-06,17171.95,554090.37,554090.37,554090.37,5.531102586217223,36,96,36,96,1205,2121,1205,2121,3326,3326,0.362297053517739,36,1205,1205,-24.16,738.0,738.0,738.0,,"{""baseToken"":{""address"":""0xb66e76F9Ed3e13F24C5b68F68BE631CD82AffbA3"",""name"":""Venice Kernel"",""symbol"":""VVVKernel""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":167629,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/6MOPCtHhGvHB47Cd?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/PlOQeAbVmi-JUp4k?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xb66e76f9ed3e13f24c5b68f68be631cd82affba3?timestamp=1778355300000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/VeniceKernel""}],""websites"":[{""label"":""Website"",""url"":""https://vvvkernel.com/""}]},""labels"":[""v4""],""liquidity"":{""base"":36095675271,""quote"":17.03818,""usd"":100177.2},""marketCap"":167629,""pairAddress"":""0xef9d90806b051a68d8ffbdfdceb6acdd7491180562651dd2bcaf0c4d2fe550da"",""pairCreatedAt"":1778352763000,""priceChange"":{""h1"":738,""h24"":738,""h6"":738,""m5"":-24.16},""priceNative"":""0.0000000007199"",""priceUsd"":""0.000001676"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":1205,""sells"":2121},""h24"":{""buys"":1205,""sells"":2121},""h6"":{""buys"":1205,""sells"":2121},""m5"":{""buys"":36,""sells"":96}},""url"":""https://dexscreener.com/base/0xef9d90806b051a68d8ffbdfdceb6acdd7491180562651dd2bcaf0c4d2fe550da"",""volume"":{""h1"":554090.37,""h24"":554090.37,""h6"":554090.37,""m5"":17171.95}}",2026-05-09T19:35:41+00:00
base:0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333,0x8f9e7ce623e99C789dc01579a42522CF9077CC8a,base,uniswap,0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333,RoboX,WETH,2026-05-10T10:05:25+00:00,121.38743778333334,2.0231239630555558,45651.37,100647.0,100647.0,2.2046873949237447,2.2046873949237447,1.006e-05,14395.63,244173.24,554636.79,554636.79,12.149400773733625,16,25,16,25,353,412,930,893,765,1823,0.46143790849673205,16,353,930,-24.42,-43.33,1289.0,1289.0,,"{""baseToken"":{""address"":""0x8f9e7ce623e99C789dc01579a42522CF9077CC8a"",""name"":""RoboX Token"",""symbol"":""RoboX""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":100647,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/4_DPZ3GksTj-7gJ1?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/ZkosymLkfJKK6lMo?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x8f9e7ce623e99c789dc01579a42522cf9077cc8a?timestamp=1778414700000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/robox_robotics""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":2585320856,""quote"":8.457,""usd"":45651.37},""marketCap"":100647,""pairAddress"":""0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333"",""pairCreatedAt"":1778407525000,""priceChange"":{""h1"":-43.33,""h24"":1289,""h6"":1289,""m5"":-24.42},""priceNative"":""0.000000004335"",""priceUsd"":""0.00001006"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":353,""sells"":412},""h24"":{""buys"":930,""sells"":893},""h6"":{""buys"":930,""sells"":893},""m5"":{""buys"":16,""sells"":25}},""url"":""https://dexscreener.com/base/0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333"",""volume"":{""h1"":244173.24,""h24"":554636.79,""h6"":554636.79,""m5"":14395.63}}",2026-05-10T12:06:48+00:00
