id,wallet_address,chain,wallet_label,memory_tier,wallet_quality_score,wallet_risk_score,tokens_traded,realized_exits,win_rate,median_realized_return_pct,avg_realized_return_pct,rug_exposure_rate,quick_dump_rate,first_minute_entry_rate,avg_hold_time_minutes,reputation_note,caution_note,last_seen_at,created_at
6879,0xc5887a7f17c04e0fcf80dcaeb5e8254730bc89d3,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T09:53:29.000Z,2026-05-13T07:31:05+00:00
6878,0x3015d20bc1aad4ebf3345a7fadb5aab7d96fa823,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T09:53:35.000Z,2026-05-13T07:31:05+00:00
6877,0xa07b6a672daece58fc87438e8358926df8418cb0,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T09:53:43.000Z,2026-05-13T07:31:05+00:00
6876,0x0ff0a9ede9e32e8955f8b3f92ea9eea65418fccd,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T09:53:51.000Z,2026-05-13T07:31:05+00:00
6875,0x19a65fb7b7ce2fa50ff15c34b4414b75eeaa98c7,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T09:53:57.000Z,2026-05-13T07:31:05+00:00
6874,0xe218a311952501609fa2547f8898c4cb1ec9f686,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T10:35:49.000Z,2026-05-13T07:31:05+00:00
6873,0xf9a4a9d73575afd9db17d5cdc41e113fbc2b4400,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:01:29.000Z,2026-05-13T07:31:05+00:00
6872,0x06bd7508f75cfcdf8bcaa92ec96c1586c968d593,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:01:29.000Z,2026-05-13T07:31:05+00:00
6871,0x0208a057c50aff9d3e71af137a7a456c93973304,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:01:29.000Z,2026-05-13T07:31:05+00:00
6870,0xd21c01edd04d561cc0120a4266a81dd60d26c1e7,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:01:49.000Z,2026-05-13T07:31:05+00:00
6869,0xbf8ed6ac34d642351b4f764abcf5dab4479b2a03,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:01:55.000Z,2026-05-13T07:31:05+00:00
6868,0x8f2693ff771a5b37da167823e126222351d60226,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:02:33.000Z,2026-05-13T07:31:05+00:00
6867,0xbcb7a7863c2887be38020dc2a814bb56d9a6f397,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:02:41.000Z,2026-05-13T07:31:05+00:00
6866,0xa4cb86b79e9da2877f76cebe6fe7349790aa2f9e,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:03:27.000Z,2026-05-13T07:31:05+00:00
6865,0xa1596459d3a7e0bd9c838dd5ac39c94c6146ed62,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:07:23.000Z,2026-05-13T07:31:05+00:00
6864,0x3aff0c161ee2d096332f772a5b1733372101dfcd,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:07:29.000Z,2026-05-13T07:31:05+00:00
6863,0xa54dc4425190570cb5c841adf445bbecf3b249f5,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:21:49.000Z,2026-05-13T07:31:05+00:00
6862,0xb228ee6c160ecd6b6426fd51132ee6fea9cd3777,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:22:27.000Z,2026-05-13T07:31:05+00:00
6861,0x9a8d7cc8a92457d028afe656ced519bac7a19dcb,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:25:11.000Z,2026-05-13T07:31:05+00:00
6860,0x5ec788648156b52a701ff883e543e3450987c6da,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:26:15.000Z,2026-05-13T07:31:05+00:00
6859,0x82087639e7db6b1a3134e36c3656a2c5207c1691,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:30:21.000Z,2026-05-13T07:31:05+00:00
6858,0x996a3542c76da9e0f7df99aa0f12a3038563174c,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:36:55.000Z,2026-05-13T07:31:05+00:00
6857,0x5b674a6d06117bad8f3b33a036efabcff44568a9,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:37:51.000Z,2026-05-13T07:31:05+00:00
6856,0x9b0fe53f9506bf1b98193622570a1e236d3e20e7,base,Unproven Wallet,Unproven Memory,25.0,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:40:05.000Z,2026-05-13T07:31:05+00:00
6855,0xdf3ea901ca5be60e02fdea007525a656ab211bd2,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-08T11:51:37.000Z,2026-05-13T07:31:05+00:00
6854,0x408d0d32b7d8e63d9a780b974c0bbadc9da21b68,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T15:24:15.000Z,2026-05-13T07:31:05+00:00
6853,0x1ad0827ec016769ee5671a1383b25edcdd464403,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T15:24:53.000Z,2026-05-13T07:31:05+00:00
6852,0xb9b9fd76f4eda0e3b6a2f0a8102e73bf0e0db84e,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:51:29.000Z,2026-05-13T07:31:05+00:00
6851,0xa28669d95a6339da0b0216ae1683ef6f9edc2720,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T13:49:23.000Z,2026-05-13T07:31:05+00:00
6850,0xdaaf0a42c53b134b9d94901261f73dca52c6d63f,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:01:05.000Z,2026-05-13T07:31:05+00:00
6849,0xc439cfb652ae4045a13cb6ffc855adb3de790fb4,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:07:19.000Z,2026-05-13T07:31:05+00:00
6848,0x4ba4ab215c75447364bae6c3f413d1ef2d227708,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T14:49:37.000Z,2026-05-13T07:31:05+00:00
6847,0xbb5905325ea3ebd3f2ecfe12e84b1b74c1cdbb1a,base,Unproven Wallet,Unproven Memory,25.0,15.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wallet does not have enough proven history yet.,low_realized_exit_history,2026-05-09T15:23:13.000Z,2026-05-13T07:31:05+00:00
6846,0xcd3a3fe66c81c2216b012d984964c6c71d9d06e3,base,Unproven Wallet,Avoid / Suspicious Memory,27.0,38.0,2,1,0.0,-12.365235072194135,-12.365235072194135,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T13:28:45.000Z,2026-05-13T07:31:05+00:00
6845,0x9dfdbeb37f2fd8744db65f6752c66beba351bdee,base,Unproven Wallet,Avoid / Suspicious Memory,27.0,30.0,2,1,0.0,-99.99666937049105,-99.99666937049105,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-08T15:02:27.000Z,2026-05-13T07:31:05+00:00
6844,0xca7ded7e4f4ba8ab3b10009236ae6d1b95094589,base,Unproven Wallet,Avoid / Suspicious Memory,27.0,30.0,2,1,0.0,-99.98131509703713,-99.98131509703713,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T14:51:31.000Z,2026-05-13T07:31:05+00:00
6843,0x183b2feba7cae224d0266a1bacc564b9987a17e7,base,Unproven Wallet,Avoid / Suspicious Memory,27.0,30.0,2,1,0.0,-100.0,-100.0,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-08T23:59:57.000Z,2026-05-13T07:31:05+00:00
6842,0xfb85ee85558edf18aebf53b9750b75dbebe74474,base,Unproven Wallet,Avoid / Suspicious Memory,27.0,23.0,2,1,0.0,-38.91818416963229,-38.91818416963229,0.0,1.0,0.0,27.833333333333332,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T14:02:07.000Z,2026-05-13T07:31:05+00:00
6841,0xa0873e2e6a2eece00b4954b699aa9bb8ccc5c94a,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,38.0,1,1,0.0,-99.99999999999156,-99.99999999999156,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-08T13:22:23.000Z,2026-05-13T07:31:05+00:00
6840,0xd875cd50b179a046512c80edf6cb2c1fc3f3072d,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,38.0,1,1,0.0,-99.86116470557353,-99.86116470557353,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T13:53:59.000Z,2026-05-13T07:31:05+00:00
6839,0xcece6fca18e2d5ed1d225892c93c28787c12993a,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-0.4273700098370973,-0.4273700098370973,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-08T06:37:19.000Z,2026-05-13T07:31:05+00:00
6838,0xbb0c1e86215b1d554e2f8a457126364f4c3c2d12,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-2.2373463941636804,-2.2373463941636804,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T05:16:55.000Z,2026-05-13T07:31:05+00:00
6837,0x462333d6567d690ba8433d3cf1017532470aece7,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-3.0850023902035066,-3.0850023902035066,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T07:35:25.000Z,2026-05-13T07:31:05+00:00
6836,0xf5d8ad1776606386554a377fe7a2425d885ddb8c,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-100.0,-100.0,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T09:37:25.000Z,2026-05-13T07:31:05+00:00
6835,0x33d3f19c1482b8828c6b0cc43c09e199233d6ef6,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-2.3750938534697763,-2.3750938534697763,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T10:20:37.000Z,2026-05-13T07:31:05+00:00
6834,0xbbdd00b88619ee4ff6c7422888c7fdddaaa6e75e,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-3.6559012322915945,-3.6559012322915945,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-09T13:15:39.000Z,2026-05-13T07:31:05+00:00
6833,0x459a1d9754279954448c9572dea553c31020a699,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-12.26822366108603,-12.26822366108603,0.0,1.0,0.0,0.13333333333333333,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:04:15.000Z,2026-05-13T07:31:05+00:00
6832,0xf767157671bbea1f189739ce18b7aecf0a6d2c38,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-3.048940801483573,-3.048940801483573,0.0,1.0,0.0,1.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:04:39.000Z,2026-05-13T07:31:05+00:00
6831,0x6f2ecaa462bcafa41b84cef3aa5291702030d73a,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-3.427215649960693,-3.427215649960693,0.0,1.0,0.0,1.6,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:05:03.000Z,2026-05-13T07:31:05+00:00
6830,0x34861c8a3612f6a76fd8276ad39cfd47c58429dd,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-7.289533527126464,-7.289533527126464,0.0,1.0,0.0,0.8333333333333334,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:05:07.000Z,2026-05-13T07:31:05+00:00
6829,0x049938170bf72c1c84d41ed5b7ee2deee70f9600,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-2.166263489481772,-2.166263489481772,0.0,1.0,0.0,1.3,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:05:07.000Z,2026-05-13T07:31:05+00:00
6828,0x41ad22cc96ad9730726fe3c239f83d6a6ce160c6,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-16.79850102373563,-16.79850102373563,0.0,1.0,0.0,0.1,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:05:53.000Z,2026-05-13T07:31:05+00:00
6827,0x4e516349e8b35a01eb28a67913b42074d5222182,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-6.727349467784246,-6.727349467784246,0.0,1.0,0.0,0.6333333333333333,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:05:53.000Z,2026-05-13T07:31:05+00:00
6826,0x4d46dcba25e5e327c9ae4bf7143950da6c223b2a,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-16.934532963095467,-16.934532963095467,0.0,1.0,0.0,0.8333333333333334,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:06:25.000Z,2026-05-13T07:31:05+00:00
6825,0x2810d8bf88a3a2250efa6dc6c4c299f8cbc4bce8,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-4.6148242540938345,-4.6148242540938345,0.0,1.0,0.0,0.7666666666666667,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:06:27.000Z,2026-05-13T07:31:05+00:00
6824,0x58f6248e4e948da82b16c4d76bea6703d9539871,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-3.367323608383426,-3.367323608383426,0.0,1.0,0.0,1.0333333333333334,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:06:27.000Z,2026-05-13T07:31:05+00:00
6823,0x5e2e08cce399a7d10e046428e4693b6991968b78,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-6.233690269418006,-6.233690269418006,0.0,1.0,0.0,1.4,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:06:31.000Z,2026-05-13T07:31:05+00:00
6822,0xfc3522f58f4babddbf04597cb7f29ee1d18ba7cd,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-9.67023437022568,-9.67023437022568,0.0,1.0,0.0,0.26666666666666666,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:06:49.000Z,2026-05-13T07:31:05+00:00
6821,0x4f3ab3a90f026ad4cb54b1908d2e1d157737e895,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-17.041101756900154,-17.041101756900154,0.0,1.0,0.0,0.6666666666666666,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:07:07.000Z,2026-05-13T07:31:05+00:00
6820,0x1b75ed1cc7b5bff0dce50e428d1d7e13e1ec707d,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-1.3253880045645299,-1.3253880045645299,0.0,1.0,0.0,0.3333333333333333,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-07T23:08:21.000Z,2026-05-13T07:31:05+00:00
6819,0x190a9f64fb75a6bfc8e408e5b0d7e5946a56bb15,base,Unproven Wallet,Avoid / Suspicious Memory,30.0,30.0,1,1,0.0,-99.9634748115143,-99.9634748115143,0.0,1.0,0.0,0.0,Wallet behavior is risky or dump-heavy; treat token activity around it carefully.,"quick_dump_behavior, low_realized_exit_history",2026-05-08T11:41:25.000Z,2026-05-13T07:31:05+00:00
